date,hour,demand
2021-09-27,22,56
2021-09-28,6,51
2021-09-28,7,63
2021-09-28,8,65
2021-09-28,9,67
2021-09-28,10,66
2021-09-28,11,82
2021-09-28,12,89
2021-09-28,13,80
2021-09-28,14,80
2021-09-28,15,80
2021-09-28,16,82
2021-09-28,17,83
2021-09-28,18,72
2021-09-28,19,63
2021-09-28,20,58
2021-09-28,21,55
2021-09-28,22,57
2021-09-28,23,54
2021-09-29,0,53
2021-09-29,2,53
2021-09-29,6,53
2021-09-29,7,62
2021-09-29,8,66
2021-09-29,9,69
2021-09-29,10,65
2021-09-29,11,79
2021-09-29,12,87
2021-09-29,13,87
2021-09-29,14,76
2021-09-29,15,78
2021-09-29,16,85
2021-09-29,17,91
2021-09-29,18,76
2021-09-29,19,70
2021-09-29,20,60
2021-09-29,21,56
2021-09-29,22,54
2021-09-29,23,54
2021-09-30,6,53
2021-09-30,7,61
2021-09-30,8,65
2021-09-30,9,68
2021-09-30,10,69
2021-09-30,11,94
2021-09-30,12,92
2021-09-30,13,84
2021-09-30,14,89
2021-09-30,15,92
2021-09-30,16,94
2021-09-30,17,94
2021-09-30,18,70
2021-09-30,19,68
2021-09-30,20,57
2021-09-30,21,55
2021-09-30,22,58
2021-09-30,23,60
2021-10-01,0,54
2021-10-01,1,53
2021-10-01,2,51
2021-10-01,5,52
2021-10-01,6,51
2021-10-01,7,56
2021-10-01,8,64
2021-10-01,9,66
2021-10-01,10,73
2021-10-01,11,92
2021-10-01,12,92
2021-10-01,13,91
2021-10-01,14,87
2021-10-01,15,88
2021-10-01,16,88
2021-10-01,17,88
2021-10-01,18,73
2021-10-01,19,66
2021-10-01,20,63
2021-10-01,21,56
2021-10-01,22,58
2021-10-01,23,51
2021-10-02,0,57
2021-10-02,1,49
2021-10-02,2,53
2021-10-02,6,55
2021-10-02,7,54
2021-10-02,8,60
2021-10-02,9,66
2021-10-02,10,79
2021-10-02,11,113
2021-10-02,12,115
2021-10-02,13,121
2021-10-02,14,132
2021-10-02,15,144
2021-10-02,16,130
2021-10-02,17,105
2021-10-02,18,80
2021-10-02,19,71
2021-10-02,20,64
2021-10-02,22,57
2021-10-02,23,50
2021-10-03,0,53
2021-10-03,1,56
2021-10-03,2,56
2021-10-03,7,56
2021-10-03,8,63
2021-10-03,9,67
2021-10-03,10,75
2021-10-03,11,123
2021-10-03,12,120
2021-10-03,13,120
2021-10-03,14,119
2021-10-03,15,119
2021-10-03,16,119
2021-10-03,17,119
2021-10-03,18,72
2021-10-03,19,64
2021-10-03,20,57
2021-10-03,21,56
2021-10-03,22,53
2021-10-03,23,47
2021-10-04,6,51
2021-10-04,7,54
2021-10-04,8,61
2021-10-04,9,64
2021-10-04,10,64
2021-10-04,11,78
2021-10-04,12,80
2021-10-04,13,78
2021-10-04,14,78
2021-10-04,15,80
2021-10-04,16,80
2021-10-04,17,86
2021-10-04,18,66
2021-10-04,19,63
2021-10-04,20,59
2021-10-04,21,56
2021-10-04,22,50
2021-10-04,23,52
2021-10-05,5,50
2021-10-05,6,50
2021-10-05,7,53
2021-10-05,8,59
2021-10-05,9,61
2021-10-05,10,61
2021-10-05,11,72
2021-10-05,12,74
2021-10-05,13,73
2021-10-05,14,72
2021-10-05,15,72
2021-10-05,16,75
2021-10-05,17,78
2021-10-05,18,68
2021-10-05,19,61
2021-10-05,20,55
2021-10-05,21,54
2021-10-05,22,53
2021-10-05,23,50
2021-10-06,0,53
2021-10-06,6,50
2021-10-06,7,55
2021-10-06,8,60
2021-10-06,9,61
2021-10-06,10,63
2021-10-06,11,60
2021-10-06,12,71
2021-10-06,13,71
2021-10-06,14,71
2021-10-06,15,72
2021-10-06,16,72
2021-10-06,17,74
2021-10-06,18,64
2021-10-06,19,62
2021-10-06,20,58
2021-10-06,21,55
2021-10-06,22,55
2021-10-06,23,47
2021-10-07,0,56
2021-10-07,1,58
2021-10-07,3,56
2021-10-07,6,56
2021-10-07,7,62
2021-10-07,8,69
2021-10-07,9,71
2021-10-07,10,70
2021-10-07,11,77
2021-10-07,12,81
2021-10-07,13,78
2021-10-07,14,77
2021-10-07,15,75
2021-10-07,16,76
2021-10-07,17,78
2021-10-07,18,68
2021-10-07,19,63
2021-10-07,20,62
2021-10-07,21,60
2021-10-07,22,58
2021-10-07,23,55
2021-10-08,0,60
2021-10-08,1,58
2021-10-08,4,55
2021-10-08,5,55
2021-10-08,6,55
2021-10-08,7,61
2021-10-08,8,68
2021-10-08,9,73
2021-10-08,10,78
2021-10-08,11,85
2021-10-08,12,91
2021-10-08,13,88
2021-10-08,14,88
2021-10-08,15,93
2021-10-08,16,89
2021-10-08,17,83
2021-10-08,18,72
2021-10-08,19,66
2021-10-08,20,62
2021-10-08,21,65
2021-10-08,22,59
2021-10-08,23,58
2021-10-09,1,61
2021-10-09,2,63
2021-10-09,4,58
2021-10-09,6,58
2021-10-09,7,59
2021-10-09,8,70
2021-10-09,9,77
2021-10-09,10,92
2021-10-09,11,108
2021-10-09,12,153
2021-10-09,13,157
2021-10-09,14,160
2021-10-09,15,168
2021-10-09,16,160
2021-10-09,17,121
2021-10-09,18,92
2021-10-09,19,75
2021-10-09,20,71
2021-10-09,21,71
2021-10-09,22,65
2021-10-09,23,60
2021-10-10,0,65
2021-10-10,1,63
2021-10-10,2,63
2021-10-10,3,59
2021-10-10,4,60
2021-10-10,7,67
2021-10-10,8,71
2021-10-10,9,75
2021-10-10,10,85
2021-10-10,11,119
2021-10-10,12,133
2021-10-10,13,139
2021-10-10,14,128
2021-10-10,15,142
2021-10-10,16,131
2021-10-10,17,121
2021-10-10,18,78
2021-10-10,19,71
2021-10-10,20,64
2021-10-10,21,63
2021-10-10,22,61
2021-10-11,0,59
2021-10-11,1,56
2021-10-11,5,56
2021-10-11,6,54
2021-10-11,7,62
2021-10-11,8,71
2021-10-11,9,72
2021-10-11,10,75
2021-10-11,11,85
2021-10-11,12,87
2021-10-11,13,87
2021-10-11,14,87
2021-10-11,15,84
2021-10-11,16,85
2021-10-11,17,82
2021-10-11,18,75
2021-10-11,19,67
2021-10-11,20,62
2021-10-11,21,61
2021-10-11,22,58
2021-10-11,23,52
2021-10-12,0,58
2021-10-12,6,54
2021-10-12,7,62
2021-10-12,8,68
2021-10-12,9,71
2021-10-12,10,71
2021-10-12,11,72
2021-10-12,12,79
2021-10-12,13,77
2021-10-12,14,77
2021-10-12,15,77
2021-10-12,16,82
2021-10-12,17,82
2021-10-12,18,82
2021-10-12,19,70
2021-10-12,20,63
2021-10-12,21,61
2021-10-12,22,56
2021-10-12,23,55
2021-10-13,5,54
2021-10-13,6,54
2021-10-13,7,58
2021-10-13,8,62
2021-10-13,9,64
2021-10-13,10,61
2021-10-13,11,62
2021-10-13,12,73
2021-10-13,13,72
2021-10-13,14,72
2021-10-13,15,73
2021-10-13,16,75
2021-10-13,17,78
2021-10-13,18,74
2021-10-13,19,63
2021-10-13,20,60
2021-10-13,21,58
2021-10-13,22,58
2021-10-13,23,52
2021-10-14,6,56
2021-10-14,7,59
2021-10-14,8,63
2021-10-14,9,68
2021-10-14,10,70
2021-10-14,11,78
2021-10-14,12,83
2021-10-14,13,78
2021-10-14,14,81
2021-10-14,15,85
2021-10-14,16,83
2021-10-14,17,81
2021-10-14,18,72
2021-10-14,19,66
2021-10-14,20,62
2021-10-14,21,61
2021-10-14,22,58
2021-10-14,23,55
2021-10-15,0,56
2021-10-15,1,53
2021-10-15,2,56
2021-10-15,3,53
2021-10-15,5,54
2021-10-15,6,54
2021-10-15,7,56
2021-10-15,8,64
2021-10-15,9,68
2021-10-15,10,79
2021-10-15,11,84
2021-10-15,12,93
2021-10-15,13,92
2021-10-15,14,92
2021-10-15,15,94
2021-10-15,16,93
2021-10-15,17,93
2021-10-15,18,78
2021-10-15,19,67
2021-10-15,20,62
2021-10-15,21,59
2021-10-15,22,57
2021-10-15,23,55
2021-10-16,0,61
2021-10-16,1,56
2021-10-16,2,58
2021-10-16,3,56
2021-10-16,4,54
2021-10-16,5,54
2021-10-16,7,56
2021-10-16,8,63
2021-10-16,9,70
2021-10-16,10,94
2021-10-16,11,115
2021-10-16,12,140
2021-10-16,13,196
2021-10-16,14,236
2021-10-16,15,236
2021-10-16,16,236
2021-10-16,17,173
2021-10-16,18,114
2021-10-16,19,83
2021-10-16,20,71
2021-10-16,21,69
2021-10-16,22,63
2021-10-16,23,58
2021-10-17,0,58
2021-10-17,1,56
2021-10-17,2,56
2021-10-17,3,54
2021-10-17,4,52
2021-10-17,5,51
2021-10-17,6,51
2021-10-17,7,56
2021-10-17,8,63
2021-10-17,9,71
2021-10-17,10,87
2021-10-17,11,123
2021-10-17,12,120
2021-10-17,13,120
2021-10-17,14,120
2021-10-17,15,120
2021-10-17,16,120
2021-10-17,17,120
2021-10-17,18,82
2021-10-17,19,71
2021-10-17,20,62
2021-10-17,21,60
2021-10-17,22,56
2021-10-17,23,54
2021-10-18,7,56
2021-10-18,8,63
2021-10-18,9,69
2021-10-18,10,69
2021-10-18,11,88
2021-10-18,12,87
2021-10-18,13,85
2021-10-18,14,87
2021-10-18,15,93
2021-10-18,16,87
2021-10-18,17,85
2021-10-18,18,72
2021-10-18,19,67
2021-10-18,20,60
2021-10-18,21,57
2021-10-18,22,59
2021-10-18,23,53
2021-10-19,0,54
2021-10-19,1,50
2021-10-19,2,47
2021-10-19,5,53
2021-10-19,6,53
2021-10-19,7,56
2021-10-19,8,59
2021-10-19,9,63
2021-10-19,10,63
2021-10-19,11,64
2021-10-19,12,73
2021-10-19,13,73
2021-10-19,14,73
2021-10-19,15,72
2021-10-19,16,73
2021-10-19,17,73
2021-10-19,18,72
2021-10-19,19,63
2021-10-19,20,57
2021-10-19,21,55
2021-10-19,22,53
2021-10-19,23,52
2021-10-20,0,55
2021-10-20,1,51
2021-10-20,4,50
2021-10-20,5,48
2021-10-20,6,56
2021-10-20,7,56
2021-10-20,8,59
2021-10-20,9,66
2021-10-20,10,63
2021-10-20,11,64
2021-10-20,12,75
2021-10-20,13,75
2021-10-20,14,75
2021-10-20,15,78
2021-10-20,16,78
2021-10-20,17,78
2021-10-20,18,75
2021-10-20,19,68
2021-10-20,20,63
2021-10-20,21,56
2021-10-20,22,58
2021-10-21,1,52
2021-10-21,2,51
2021-10-21,5,52
2021-10-21,6,51
2021-10-21,7,56
2021-10-21,8,60
2021-10-21,9,62
2021-10-21,10,66
2021-10-21,11,82
2021-10-21,12,85
2021-10-21,13,78
2021-10-21,14,81
2021-10-21,15,81
2021-10-21,16,83
2021-10-21,17,85
2021-10-21,18,72
2021-10-21,19,64
2021-10-21,20,59
2021-10-21,21,56
2021-10-21,22,55
2021-10-21,23,55
2021-10-22,0,56
2021-10-22,1,58
2021-10-22,2,53
2021-10-22,4,48
2021-10-22,5,55
2021-10-22,6,58
2021-10-22,7,54
2021-10-22,8,60
2021-10-22,9,66
2021-10-22,10,76
2021-10-22,11,86
2021-10-22,12,98
2021-10-22,13,93
2021-10-22,14,92
2021-10-22,15,92
2021-10-22,16,92
2021-10-22,17,93
2021-10-22,18,82
2021-10-22,19,67
2021-10-22,20,59
2021-10-22,21,59
2021-10-22,22,54
2021-10-22,23,55
2021-10-23,0,56
2021-10-23,1,53
2021-10-23,2,55
2021-10-23,6,53
2021-10-23,7,56
2021-10-23,8,61
2021-10-23,9,68
2021-10-23,10,92
2021-10-23,11,103
2021-10-23,12,140
2021-10-23,13,162
2021-10-23,14,203
2021-10-23,15,169
2021-10-23,16,177
2021-10-23,17,140
2021-10-23,18,103
2021-10-23,19,83
2021-10-23,20,70
2021-10-23,21,71
2021-10-23,22,63
2021-10-23,23,56
2021-10-24,0,56
2021-10-24,1,55
2021-10-24,2,53
2021-10-24,3,53
2021-10-24,4,54
2021-10-24,7,56
2021-10-24,8,60
2021-10-24,9,67
2021-10-24,10,76
2021-10-24,11,113
2021-10-24,12,105
2021-10-24,13,105
2021-10-24,14,109
2021-10-24,15,109
2021-10-24,16,105
2021-10-24,17,105
2021-10-24,18,82
2021-10-24,19,71
2021-10-24,20,59
2021-10-24,21,59
2021-10-24,22,55
2021-10-24,23,54
2021-10-25,0,57
2021-10-25,1,54
2021-10-25,2,57
2021-10-25,3,54
2021-10-25,6,52
2021-10-25,7,56
2021-10-25,8,63
2021-10-25,9,67
2021-10-25,10,68
2021-10-25,11,85
2021-10-25,12,85
2021-10-25,13,82
2021-10-25,14,85
2021-10-25,15,85
2021-10-25,16,85
2021-10-25,17,85
2021-10-25,18,71
2021-10-25,19,64
2021-10-25,20,58
2021-10-25,21,56
2021-10-25,22,55
2021-10-25,23,57
2021-10-26,1,51
2021-10-26,5,51
2021-10-26,6,51
2021-10-26,7,56
2021-10-26,8,58
2021-10-26,9,60
2021-10-26,10,61
2021-10-26,11,68
2021-10-26,12,72
2021-10-26,13,72
2021-10-26,14,72
2021-10-26,15,66
2021-10-26,16,71
2021-10-26,17,71
2021-10-26,18,66
2021-10-26,19,62
2021-10-26,20,57
2021-10-26,21,58
2021-10-26,22,53
2021-10-26,23,54
2021-10-27,0,54
2021-10-27,2,53
2021-10-27,5,50
2021-10-27,6,50
2021-10-27,7,56
2021-10-27,8,60
2021-10-27,9,64
2021-10-27,10,62
2021-10-27,11,66
2021-10-27,12,78
2021-10-27,13,74
2021-10-27,14,74
2021-10-27,15,73
2021-10-27,16,75
2021-10-27,17,76
2021-10-27,18,70
2021-10-27,19,63
2021-10-27,20,59
2021-10-27,21,56
2021-10-27,22,56
2021-10-27,23,55
2021-10-28,0,57
2021-10-28,6,53
2021-10-28,7,61
2021-10-28,8,62
2021-10-28,9,67
2021-10-28,10,67
2021-10-28,11,91
2021-10-28,12,85
2021-10-28,13,82
2021-10-28,14,82
2021-10-28,15,83
2021-10-28,16,82
2021-10-28,17,85
2021-10-28,18,66
2021-10-28,19,61
2021-10-28,20,58
2021-10-28,21,57
2021-10-28,22,56
2021-10-28,23,56
2021-10-29,0,55
2021-10-29,1,53
2021-10-29,2,54
2021-10-29,4,51
2021-10-29,5,51
2021-10-29,6,51
2021-10-29,7,56
2021-10-29,8,61
2021-10-29,9,66
2021-10-29,10,72
2021-10-29,11,98
2021-10-29,12,121
2021-10-29,13,119
2021-10-29,14,100
2021-10-29,15,100
2021-10-29,16,98
2021-10-29,17,113
2021-10-29,18,78
2021-10-29,19,67
2021-10-29,20,59
2021-10-29,21,59
2021-10-29,22,59
2021-10-29,23,58
2021-10-30,0,54
2021-10-30,1,53
2021-10-30,2,53
2021-10-30,4,52
2021-10-30,5,52
2021-10-30,8,56
2021-10-30,9,64
2021-10-30,10,82
2021-10-30,11,101
2021-10-30,12,133
2021-10-30,13,153
2021-10-30,14,194
2021-10-30,15,169
2021-10-30,16,161
2021-10-30,17,153
2021-10-30,18,101
2021-10-30,19,80
2021-10-30,20,67
2021-10-30,21,69
2021-10-30,22,63
2021-10-30,23,61
2021-10-31,0,64
2021-10-31,1,61
2021-10-31,2,61
2021-10-31,8,66
2021-10-31,9,70
2021-10-31,10,80
2021-10-31,11,121
2021-10-31,12,129
2021-10-31,13,135
2021-10-31,14,129
2021-10-31,15,132
2021-10-31,16,129
2021-10-31,17,123
2021-10-31,18,82
2021-10-31,19,67
2021-10-31,20,56
2021-10-31,21,58
2021-10-31,22,59
2021-10-31,23,61
2021-11-01,0,56
2021-11-01,3,53
2021-11-01,6,56
2021-11-01,7,58
2021-11-01,8,66
2021-11-01,9,67
2021-11-01,10,67
2021-11-01,11,85
2021-11-01,12,84
2021-11-01,13,86
2021-11-01,14,86
2021-11-01,15,92
2021-11-01,16,92
2021-11-01,17,114
2021-11-01,18,82
2021-11-01,19,68
2021-11-01,20,65
2021-11-01,21,48
2021-11-01,22,55
2021-11-01,23,48
2021-11-02,0,58
2021-11-02,1,56
2021-11-02,6,49
2021-11-02,7,56
2021-11-02,8,63
2021-11-02,9,62
2021-11-02,10,63
2021-11-02,11,64
2021-11-02,12,77
2021-11-02,13,77
2021-11-02,14,77
2021-11-02,15,77
2021-11-02,16,87
2021-11-02,17,99
2021-11-02,18,80
2021-11-02,19,65
2021-11-02,20,58
2021-11-02,21,50
2021-11-02,22,50
2021-11-02,23,52
2021-11-03,0,54
2021-11-03,6,54
2021-11-03,7,56
2021-11-03,8,60
2021-11-03,9,60
2021-11-03,10,56
2021-11-03,11,56
2021-11-03,12,64
2021-11-03,13,64
2021-11-03,14,61
2021-11-03,15,64
2021-11-03,16,72
2021-11-03,17,81
2021-11-03,18,73
2021-11-03,19,63
2021-11-03,20,53
2021-11-03,21,49
2021-11-03,22,50
2021-11-03,23,55
2021-11-04,0,55
2021-11-04,1,51
2021-11-04,5,57
2021-11-04,6,52
2021-11-04,7,56
2021-11-04,8,66
2021-11-04,9,67
2021-11-04,10,67
2021-11-04,11,68
2021-11-04,12,69
2021-11-04,13,68
2021-11-04,14,69
2021-11-04,15,76
2021-11-04,16,77
2021-11-04,17,92
2021-11-04,18,73
2021-11-04,19,62
2021-11-04,20,64
2021-11-04,21,52
2021-11-04,22,59
2021-11-04,23,46
2021-11-05,0,60
2021-11-05,1,56
2021-11-05,2,57
2021-11-05,5,55
2021-11-05,6,55
2021-11-05,7,59
2021-11-05,8,65
2021-11-05,9,67
2021-11-05,10,74
2021-11-05,11,111
2021-11-05,12,107
2021-11-05,13,106
2021-11-05,14,106
2021-11-05,15,108
2021-11-05,16,106
2021-11-05,17,113
2021-11-05,18,91
2021-11-05,19,72
2021-11-05,20,67
2021-11-05,21,52
2021-11-05,22,62
2021-11-05,23,49
2021-11-06,0,64
2021-11-06,1,58
2021-11-06,2,58
2021-11-06,3,56
2021-11-06,4,56
2021-11-06,6,56
2021-11-06,7,58
2021-11-06,8,69
2021-11-06,9,73
2021-11-06,10,85
2021-11-06,11,104
2021-11-06,12,134
2021-11-06,13,162
2021-11-06,14,173
2021-11-06,15,179
2021-11-06,16,182
2021-11-06,17,166
2021-11-06,18,128
2021-11-06,19,92
2021-11-06,20,71
2021-11-06,21,64
2021-11-06,22,65
2021-11-06,23,59
2021-11-07,0,70
2021-11-07,1,68
2021-11-07,3,64
2021-11-07,7,61
2021-11-07,8,71
2021-11-07,9,74
2021-11-07,10,83
2021-11-07,11,161
2021-11-07,12,196
2021-11-07,13,215
2021-11-07,14,209
2021-11-07,15,222
2021-11-07,16,215
2021-11-07,17,216
2021-11-07,18,122
2021-11-07,19,88
2021-11-07,20,62
2021-11-07,21,63
2021-11-07,22,67
2021-11-07,23,59
2021-11-08,0,75
2021-11-08,1,61
2021-11-08,2,58
2021-11-08,5,58
2021-11-08,6,58
2021-11-08,7,60
2021-11-08,8,73
2021-11-08,9,80
2021-11-08,10,108
2021-11-08,11,120
2021-11-08,12,130
2021-11-08,13,170
2021-11-08,14,170
2021-11-08,15,185
2021-11-08,16,193
2021-11-08,17,217
2021-11-08,18,175
2021-11-08,19,127
2021-11-08,20,115
2021-11-08,21,100
2021-11-08,22,94
2021-11-08,23,85
2021-11-09,0,88
2021-11-09,1,73
2021-11-09,2,69
2021-11-09,6,62
2021-11-09,7,71
2021-11-09,8,77
2021-11-09,9,89
2021-11-09,10,110
2021-11-09,11,119
2021-11-09,12,155
2021-11-09,13,189
2021-11-09,14,189
2021-11-09,15,194
2021-11-09,16,224
2021-11-09,17,231
2021-11-09,18,187
2021-11-09,19,143
2021-11-09,20,120
2021-11-09,21,119
2021-11-09,22,113
2021-11-09,23,109
2021-11-10,0,84
2021-11-10,1,73
2021-11-10,2,68
2021-11-10,4,63
2021-11-10,6,64
2021-11-10,7,72
2021-11-10,8,74
2021-11-10,9,83
2021-11-10,10,113
2021-11-10,11,119
2021-11-10,12,158
2021-11-10,13,189
2021-11-10,14,189
2021-11-10,15,230
2021-11-10,16,230
2021-11-10,17,231
2021-11-10,18,238
2021-11-10,19,185
2021-11-10,20,162
2021-11-10,21,125
2021-11-10,22,126
2021-11-10,23,123
2021-11-11,0,88
2021-11-11,1,79
2021-11-11,2,76
2021-11-11,3,70
2021-11-11,4,69
2021-11-11,5,69
2021-11-11,6,69
2021-11-11,7,73
2021-11-11,8,78
2021-11-11,9,89
2021-11-11,10,101
2021-11-11,11,121
2021-11-11,12,128
2021-11-11,13,166
2021-11-11,14,166
2021-11-11,15,197
2021-11-11,16,197
2021-11-11,17,240
2021-11-11,18,171
2021-11-11,19,153
2021-11-11,20,119
2021-11-11,21,113
2021-11-11,22,119
2021-11-11,23,112
2021-11-12,0,114
2021-11-12,1,90
2021-11-12,2,80
2021-11-12,3,71
2021-11-12,4,69
2021-11-12,5,69
2021-11-12,6,68
2021-11-12,7,68
2021-11-12,8,77
2021-11-12,9,92
2021-11-12,10,118
2021-11-12,11,110
2021-11-12,12,171
2021-11-12,13,234
2021-11-12,14,234
2021-11-12,15,230
2021-11-12,16,230
2021-11-12,17,253
2021-11-12,18,211
2021-11-12,19,161
2021-11-12,20,119
2021-11-12,21,104
2021-11-12,22,113
2021-11-12,23,81
2021-11-13,0,102
2021-11-13,1,85
2021-11-13,2,74
2021-11-13,3,64
2021-11-13,4,65
2021-11-13,5,65
2021-11-13,6,62
2021-11-13,7,65
2021-11-13,8,72
2021-11-13,9,85
2021-11-13,10,128
2021-11-13,11,117
2021-11-13,12,172
2021-11-13,13,245
2021-11-13,14,250
2021-11-13,15,254
2021-11-13,16,254
2021-11-13,17,250
2021-11-13,18,230
2021-11-13,19,151
2021-11-13,20,120
2021-11-13,21,105
2021-11-13,22,104
2021-11-13,23,87
2021-11-14,0,104
2021-11-14,1,81
2021-11-14,2,78
2021-11-14,3,70
2021-11-14,4,68
2021-11-14,6,60
2021-11-14,7,59
2021-11-14,8,66
2021-11-14,9,77
2021-11-14,10,105
2021-11-14,11,114
2021-11-14,12,176
2021-11-14,13,180
2021-11-14,14,173
2021-11-14,15,171
2021-11-14,16,160
2021-11-14,17,193
2021-11-14,18,149
2021-11-14,19,115
2021-11-14,20,98
2021-11-14,21,81
2021-11-14,22,81
2021-11-14,23,64
2021-11-15,0,82
2021-11-15,1,65
2021-11-15,2,57
2021-11-15,6,57
2021-11-15,7,60
2021-11-15,8,67
2021-11-15,9,72
2021-11-15,10,98
2021-11-15,11,114
2021-11-15,12,144
2021-11-15,13,179
2021-11-15,14,170
2021-11-15,15,183
2021-11-15,16,179
2021-11-15,17,179
2021-11-15,18,145
2021-11-15,19,123
2021-11-15,20,115
2021-11-15,21,111
2021-11-15,22,98
2021-11-15,23,86
2021-11-16,5,60
2021-11-16,6,60
2021-11-16,7,61
2021-11-16,8,58
2021-11-16,9,71
2021-11-16,10,85
2021-11-16,11,99
2021-11-16,12,109
2021-11-16,13,119
2021-11-16,14,117
2021-11-16,15,125
2021-11-16,16,145
2021-11-16,17,138
2021-11-16,18,124
2021-11-16,19,92
2021-11-16,20,98
2021-11-16,21,94
2021-11-16,22,93
2021-11-16,23,82
2021-11-17,0,73
2021-11-17,1,64
2021-11-17,2,60
2021-11-17,5,59
2021-11-17,6,60
2021-11-17,7,63
2021-11-17,8,62
2021-11-17,9,73
2021-11-17,10,86
2021-11-17,11,119
2021-11-17,12,139
2021-11-17,13,143
2021-11-17,14,128
2021-11-17,15,181
2021-11-17,16,181
2021-11-17,17,162
2021-11-17,18,135
2021-11-17,19,126
2021-11-17,20,104
2021-11-17,21,99
2021-11-17,22,102
2021-11-17,23,95
2021-11-18,0,78
2021-11-18,1,70
2021-11-18,6,61
2021-11-18,7,66
2021-11-18,8,66
2021-11-18,9,71
2021-11-18,10,97
2021-11-18,11,113
2021-11-18,12,130
2021-11-18,13,121
2021-11-18,14,127
2021-11-18,15,170
2021-11-18,16,170
2021-11-18,17,179
2021-11-18,18,122
2021-11-18,19,117
2021-11-18,20,109
2021-11-18,21,108
2021-11-18,22,100
2021-11-18,23,93
2021-11-19,0,80
2021-11-19,1,69
2021-11-19,2,66
2021-11-19,6,57
2021-11-19,7,53
2021-11-19,8,66
2021-11-19,9,74
2021-11-19,10,105
2021-11-19,11,114
2021-11-19,12,149
2021-11-19,13,120
2021-11-19,14,128
2021-11-19,15,144
2021-11-19,16,146
2021-11-19,17,137
2021-11-19,18,133
2021-11-19,19,129
2021-11-19,20,100
2021-11-19,21,99
2021-11-19,22,90
2021-11-19,23,82
2021-11-20,0,76
2021-11-20,1,64
2021-11-20,2,62
2021-11-20,5,54
2021-11-20,6,57
2021-11-20,7,56
2021-11-20,8,61
2021-11-20,9,73
2021-11-20,10,120
2021-11-20,11,125
2021-11-20,12,157
2021-11-20,13,204
2021-11-20,14,215
2021-11-20,15,215
2021-11-20,16,210
2021-11-20,17,180
2021-11-20,18,160
2021-11-20,19,115
2021-11-20,20,119
2021-11-20,21,106
2021-11-20,22,113
2021-11-20,23,96
2021-11-21,0,80
2021-11-21,1,70
2021-11-21,2,69
2021-11-21,3,63
2021-11-21,4,60
2021-11-21,6,63
2021-11-21,7,59
2021-11-21,8,61
2021-11-21,9,71
2021-11-21,10,92
2021-11-21,11,102
2021-11-21,12,120
2021-11-21,13,127
2021-11-21,14,125
2021-11-21,15,124
2021-11-21,16,132
2021-11-21,17,130
2021-11-21,18,128
2021-11-21,19,109
2021-11-21,20,94
2021-11-21,21,88
2021-11-21,22,80
2021-11-21,23,72
2021-11-22,0,59
2021-11-22,1,54
2021-11-22,2,54
2021-11-22,3,54
2021-11-22,5,51
2021-11-22,6,52
2021-11-22,7,59
2021-11-22,8,62
2021-11-22,9,63
2021-11-22,10,67
2021-11-22,11,81
2021-11-22,12,87
2021-11-22,13,87
2021-11-22,14,91
2021-11-22,15,113
2021-11-22,16,104
2021-11-22,17,98
2021-11-22,18,84
2021-11-22,19,82
2021-11-22,20,72
2021-11-22,21,67
2021-11-22,22,64
2021-11-22,23,58
2021-11-23,0,56
2021-11-23,5,54
2021-11-23,6,55
2021-11-23,7,56
2021-11-23,8,61
2021-11-23,9,66
2021-11-23,10,68
2021-11-23,11,74
2021-11-23,12,82
2021-11-23,13,85
2021-11-23,14,83
2021-11-23,15,85
2021-11-23,16,85
2021-11-23,17,82
2021-11-23,18,86
2021-11-23,19,81
2021-11-23,20,62
2021-11-23,21,63
2021-11-23,22,59
2021-11-23,23,60
2021-11-24,1,53
2021-11-24,6,54
2021-11-24,7,56
2021-11-24,8,63
2021-11-24,9,71
2021-11-24,10,69
2021-11-24,11,83
2021-11-24,12,92
2021-11-24,13,88
2021-11-24,14,88
2021-11-24,15,93
2021-11-24,16,93
2021-11-24,17,92
2021-11-24,18,93
2021-11-24,19,87
2021-11-24,20,70
2021-11-24,21,69
2021-11-24,22,67
2021-11-24,23,62
2021-11-25,0,56
2021-11-25,2,56
2021-11-25,3,55
2021-11-25,6,56
2021-11-25,7,63
2021-11-25,8,66
2021-11-25,9,70
2021-11-25,10,77
2021-11-25,11,96
2021-11-25,12,92
2021-11-25,13,91
2021-11-25,14,92
2021-11-25,15,98
2021-11-25,16,98
2021-11-25,17,93
2021-11-25,18,92
2021-11-25,19,85
2021-11-25,20,64
2021-11-25,21,66
2021-11-25,22,63
2021-11-25,23,58
2021-11-26,0,59
2021-11-26,1,56
2021-11-26,2,56
2021-11-26,3,56
2021-11-26,5,52
2021-11-26,6,56
2021-11-26,7,60
2021-11-26,8,65
2021-11-26,9,70
2021-11-26,10,83
2021-11-26,11,111
2021-11-26,12,117
2021-11-26,13,109
2021-11-26,14,109
2021-11-26,15,115
2021-11-26,16,112
2021-11-26,17,115
2021-11-26,18,100
2021-11-26,19,84
2021-11-26,20,72
2021-11-26,21,68
2021-11-26,22,70
2021-11-26,23,61
2021-11-27,0,59
2021-11-27,1,62
2021-11-27,2,59
2021-11-27,3,54
2021-11-27,4,52
2021-11-27,5,54
2021-11-27,6,56
2021-11-27,7,58
2021-11-27,8,63
2021-11-27,9,74
2021-11-27,10,113
2021-11-27,11,128
2021-11-27,12,130
2021-11-27,13,177
